drug_name,num_prescriber,total_cost
PROPRANOLOL HCL,1,742
ISOSORBIDE MONONITRATE ER,1,741
SUCRALFATE,1,741
ONDANSETRON HCL,1,740
OXYBUTYNIN CHLORIDE,1,740
METOPROLOL SUCCINATE,1,740
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,739
OXYCODONE-ACETAMINOPHEN,1,739
SULFASALAZINE,1,738
MONTELUKAST SODIUM,1,738
ETODOLAC,1,737
BENZTROPINE MESYLATE,1,737
ARMOUR THYROID,1,737
FINASTERIDE,1,736
HYDROXYUREA,1,736
TRAMADOL HCL-ACETAMINOPHEN,1,736
TRAZODONE HCL,1,735
TIZANIDINE HCL,1,735
NIFEDIPINE ER,1,734
ALPRAZOLAM,1,734
PRIMIDONE,1,733
FENOFIBRATE,3,733
LOSARTAN-HYDROCHLOROTHIAZIDE,1,733
OXCARBAZEPINE,1,733
RABEPRAZOLE SODIUM,1,732
DILTIAZEM 24HR CD,1,732
ALPRAZOLAM,1,732
TRAZODONE HCL,1,732
TRAZODONE HCL,1,732
AZITHROMYCIN,1,731
BISOPROLOL FUMARATE,1,731
MARGESIC,1,731
POTASSIUM CHLORIDE,3,731
LOSARTAN POTASSIUM,1,731
BUSPIRONE HCL,1,731
LISINOPRIL,1,730
GLYBURIDE,1,730
ALENDRONATE SODIUM,1,730
AMITRIPTYLINE HCL,1,730
CITALOPRAM HBR,1,730
ACETAMINOPHEN-CODEINE,1,729
RAMIPRIL,1,729
CARVEDILOL,1,729
BENAZEPRIL HCL,1,729
NORTRIPTYLINE HCL,1,728
NIFEDIPINE ER,1,728
DILANTIN,2,728
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,728
LORAZEPAM,1,727
XOPENEX HFA,1,727
LISINOPRIL,1,726
PROAIR HFA,1,726
ETODOLAC,1,725
ZOLPIDEM TARTRATE,1,724
HYDROCORTISONE,1,724
BUPROPION XL,1,724
BRIMONIDINE TARTRATE,1,724
ESCITALOPRAM OXALATE,1,724
GLUCOPHAGE,1,723
LOSARTAN-HYDROCHLOROTHIAZIDE,1,723
PENTOXIFYLLINE,1,723
ATORVASTATIN CALCIUM,3,723
FENOFIBRATE,2,723
HYDROCODONE-ACETAMINOPHEN,1,722
DICYCLOMINE HCL,1,722
POTASSIUM CHLORIDE,1,722
LOSARTAN POTASSIUM,1,722
CLOPIDOGREL,1,721
IBUPROFEN,1,720
RANITIDINE HCL,1,719
BICALUTAMIDE,1,719
FLUTICASONE PROPIONATE,1,718
FUROSEMIDE,1,718
SIMVASTATIN,1,718
OXYCODONE-ACETAMINOPHEN,1,718
DIGOX,1,717
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,716
CARVEDILOL,1,716
GABAPENTIN,1,716
ATORVASTATIN CALCIUM,1,716
HYDROCODONE-ACETAMINOPHEN,1,716
RISPERIDONE,1,715
VENTOLIN HFA,1,715
AMLODIPINE BESYLATE,1,715
PROPRANOLOL HCL,1,715
PROAIR HFA,1,714
BD ULTRA-FINE PEN NEEDLE,1,714
NIFEDIPINE ER,1,713
BUPROPION HCL SR,1,713
HYDROCODONE-ACETAMINOPHEN,1,713
ZOLPIDEM TARTRATE,1,713
METHYLPREDNISOLONE,1,713
GEMFIBROZIL,1,712
AMOXICILLIN,1,712
TRIAMCINOLONE ACETONIDE,1,712
SPIRONOLACTONE,1,711
ISOSORBIDE MONONITRATE ER,1,711
HALOPERIDOL,1,711
METOPROLOL SUCCINATE,1,711
OMEPRAZOLE,1,711
KLOR-CON M20,1,710
VITAMIN D2,1,710
ALLOPURINOL,1,709
DILANTIN,1,709
BETAMETHASONE DIPROPIONATE,1,709
CARBIDOPA-LEVODOPA,1,708
TERAZOSIN HCL,1,708
LEVOTHYROXINE SODIUM,1,708
NITROGLYCERIN PATCH,1,708
PRIMIDONE,1,707
OMEPRAZOLE,1,707
LISINOPRIL,1,707
CLONIDINE HCL,1,707
DORZOLAMIDE-TIMOLOL,1,707
DOXAZOSIN MESYLATE,1,707
ONDANSETRON HCL,1,706
LEVETIRACETAM,1,706
METHYLPHENIDATE HCL,1,706
FLUOXETINE HCL,1,705
LEVOFLOXACIN,1,705
SUCRALFATE,1,705
NAPROXEN,1,705
CALCITONIN-SALMON,1,705
DOXYCYCLINE HYCLATE,1,705
VENLAFAXINE HCL ER,1,705
PHENYTOIN SODIUM EXTENDED,1,704
ISOSORBIDE MONONITRATE ER,1,704
LOSARTAN POTASSIUM,1,704
DILTIAZEM 24HR CD,1,704
DONEPEZIL HCL,1,704
TAMSULOSIN HCL,1,703
HYDRALAZINE HCL,1,703
QUETIAPINE FUMARATE,1,702
NIFEDIPINE ER,1,701
RANITIDINE HCL,1,701
BACLOFEN,1,701
GLIPIZIDE,1,699
MONTELUKAST SODIUM,1,699
HYDRALAZINE HCL,1,699
ISOSORBIDE MONONITRATE ER,1,699
PRAMIPEXOLE DIHYDROCHLORIDE,1,699
PROPRANOLOL HCL,1,698
VALPROIC ACID,1,698
LABETALOL HCL,1,697
LOSARTAN POTASSIUM,1,697
ISOSORBIDE DINITRATE,1,697
NYSTATIN,1,697
PERPHENAZINE,1,696
FENOFIBRATE,5,695
LISINOPRIL,1,695
CITALOPRAM HBR,1,695
TIMOLOL MALEATE,1,695
ATENOLOL,1,695
DILT-XR,1,695
BRIMONIDINE TARTRATE,1,694
ROPINIROLE HCL,1,694
PRAVASTATIN SODIUM,1,694
OXYCODONE HCL,1,694
AZITHROMYCIN,1,694
TERCONAZOLE,1,694
GABAPENTIN,1,693
CEFUROXIME,1,693
DORZOLAMIDE HCL,1,693
AMITRIPTYLINE HCL,1,693
BUSPIRONE HCL,1,692
LEVOCETIRIZINE DIHYDROCHLORIDE,1,691
METFORMIN HCL,1,691
ALLOPURINOL,1,690
OXCARBAZEPINE,1,690
MONTELUKAST SODIUM,1,689
DILTIAZEM ER,1,689
WARFARIN SODIUM,1,689
AMLODIPINE BESYLATE,1,688
DOXEPIN HCL,1,688
AZITHROMYCIN,1,687
NITROSTAT,1,687
OXCARBAZEPINE,1,687
TERAZOSIN HCL,1,687
CARTIA XT,1,687
LEVOTHYROXINE SODIUM,1,687
HYDROCODONE-ACETAMINOPHEN,1,686
TRAMADOL HCL,1,686
ZOLPIDEM TARTRATE,1,686
PRIMIDONE,1,686
VALSARTAN-HYDROCHLOROTHIAZIDE,1,685
METHOTREXATE,1,685
MECLIZINE HCL,1,685
IPRATROPIUM BROMIDE,1,685
DOXAZOSIN MESYLATE,1,684
ATENOLOL,1,684
OLANZAPINE,1,684
LISINOPRIL,1,684
AMIODARONE HCL,1,683
METOPROLOL SUCCINATE,1,683
MEMANTINE HCL,1,683
LISINOPRIL,1,682
SERTRALINE HCL,1,682
FUROSEMIDE,1,682
DIGOXIN,1,682
GABAPENTIN,1,682
OXYCODONE HCL,1,681
METOPROLOL TARTRATE,1,681
SUCRALFATE,1,681
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,680
FLUTICASONE PROPIONATE,1,680
OMEPRAZOLE,1,680
MELOXICAM,1,680
SIMVASTATIN,1,680
CEFDINIR,1,680
TORSEMIDE,2,679
METOPROLOL TARTRATE,1,679
VENLAFAXINE HCL ER,1,678
BUPROPION XL,1,678
LITHIUM CARBONATE ER,1,677
TAMSULOSIN HCL,1,677
HYDROCHLOROTHIAZIDE,1,677
NOVOFINE 32,1,677
HYDROCHLOROTHIAZIDE,1,677
VENTOLIN HFA,1,676
KETOCONAZOLE,1,676
FENOFIBRATE,1,676
KIONEX,1,675
TRAMADOL HCL,1,675
NIFEDIPINE ER,1,675
VENLAFAXINE HCL ER,1,675
NITROFURANTOIN,1,675
CITALOPRAM HBR,1,675
HYDROCODONE-ACETAMINOPHEN,1,675
ACETAMINOPHEN-CODEINE,1,674
OMEPRAZOLE,1,672
VENLAFAXINE HCL,1,672
OMEPRAZOLE,1,671
DEXTROAMPHETAMINE-AMPHETAMINE,1,671
CARBAMAZEPINE,1,671
TIZANIDINE HCL,1,671
METOLAZONE,1,671
CARBAMAZEPINE ER,1,670
ALPRAZOLAM,1,670
ENALAPRIL MALEATE,1,670
TRIAMTERENE-HYDROCHLOROTHIAZID,1,670
DILTIAZEM HCL,1,670
SPIRONOLACTONE,1,669
ZOLPIDEM TARTRATE,1,669
METOLAZONE,2,669
VALSARTAN-HYDROCHLOROTHIAZIDE,1,669
ACYCLOVIR,1,669
PROAIR HFA,1,668
METOPROLOL SUCCINATE,1,668
ALLOPURINOL,1,668
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,668
ZOLPIDEM TARTRATE,1,668
AZELASTINE HCL,1,668
ALCOHOL PREP PADS,1,667
FLUOXETINE HCL,1,667
DOXYCYCLINE MONOHYDRATE,1,667
PRAVASTATIN SODIUM,1,667
WARFARIN SODIUM,1,666
SERTRALINE HCL,1,666
PRAVASTATIN SODIUM,1,666
PANTOPRAZOLE SODIUM,2,666
LEVOTHYROXINE SODIUM,1,666
TIZANIDINE HCL,1,666
UNIFINE PENTIPS,1,666
CLOPIDOGREL,1,665
ACETAMINOPHEN-CODEINE,1,665
PROAIR HFA,1,664
TRAZODONE HCL,1,664
CIPROFLOXACIN HCL,1,664
HYDROXYZINE HCL,1,663
SIMVASTATIN,1,663
PROPRANOLOL HCL,1,663
DIAZEPAM,1,663
DIGOX,1,663
PROCTOSOL-HC,1,662
ALLOPURINOL,1,662
LOSARTAN POTASSIUM,1,662
DILTIAZEM 24HR ER,1,661
DICLOFENAC POTASSIUM,1,661
KETOROLAC TROMETHAMINE,1,661
PREDNISONE,1,661
METOLAZONE,1,660
DICYCLOMINE HCL,1,660
FENOFIBRATE,1,660
CARVEDILOL,1,660
PRAVASTATIN SODIUM,1,660
HYDROCODONE-ACETAMINOPHEN,1,660
LOSARTAN POTASSIUM,1,659
VENTOLIN HFA,1,659
PRAMIPEXOLE DIHYDROCHLORIDE,1,659
XOPENEX HFA,1,658
METFORMIN HCL,1,658
TRAZODONE HCL,1,658
SIMVASTATIN,1,658
QUETIAPINE FUMARATE,1,658
TOPROL XL,1,658
DOXEPIN HCL,1,658
TRAMADOL HCL,1,657
NEOMYCIN SULFATE,1,657
FLUTICASONE PROPIONATE,1,657
AMITRIPTYLINE HCL,1,657
CEFTRIAXONE,1,657
ENALAPRIL MALEATE,1,657
CARVEDILOL,1,656
BUMETANIDE,1,656
ETODOLAC,1,656
METOPROLOL SUCCINATE,1,656
DICLOFENAC SODIUM,1,656
MIDODRINE HCL,1,655
SERTRALINE HCL,1,655
ALLOPURINOL,1,655
GEMFIBROZIL,1,655
TRAZODONE HCL,1,654
DIVALPROEX SODIUM,1,654
RANITIDINE HCL,1,654
DEXTROAMPHETAMINE-AMPHETAMINE,1,654
ACYCLOVIR,1,654
HALOPERIDOL,1,654
AMOXICILLIN-CLAVULANATE POTASS,1,654
FENOFIBRATE,1,653
SPIRONOLACTONE,1,653
CALCITONIN-SALMON,1,653
CARBIDOPA-LEVODOPA ER,1,651
METFORMIN HCL,1,651
GAVILYTE-N,1,651
AZELASTINE HCL,1,650
KLOR-CON M20,1,650
GABAPENTIN,1,650
VALSARTAN-HYDROCHLOROTHIAZIDE,1,650
FENOFIBRATE,1,650
RISPERIDONE,1,649
LOSARTAN-HYDROCHLOROTHIAZIDE,1,649
GALANTAMINE HBR,1,648
GLIPIZIDE,1,647
CHLORTHALIDONE,1,647
PRAVASTATIN SODIUM,1,646
AMOXICILLIN-CLAVULANATE POTASS,1,646
LANSOPRAZOLE,2,646
GABAPENTIN,1,645
SERTRALINE HCL,1,645
ATENOLOL,1,645
PANTOPRAZOLE SODIUM,1,645
PANTOPRAZOLE SODIUM,1,645
SUCRALFATE,1,644
DEXAMETHASONE,1,644
BD ULTRA-FINE PEN NEEDLE,1,643
PROAIR HFA,1,643
OMEPRAZOLE,1,642
CEFTAZIDIME,1,642
DONEPEZIL HCL,1,642
HYDROCHLOROTHIAZIDE,1,642
DICLOFENAC SODIUM,1,642
LATANOPROST,1,642
PIROXICAM,1,642
BUPROPION XL,1,642
LOSARTAN-HYDROCHLOROTHIAZIDE,1,641
TRIAMTERENE-HYDROCHLOROTHIAZID,1,641
ATORVASTATIN CALCIUM,1,641
LEVOTHYROXINE SODIUM,1,641
FENOFIBRATE,1,640
WARFARIN SODIUM,1,640
GLIMEPIRIDE,1,640
TRUEPLUS INSULIN SYRINGE,2,640
METOPROLOL TARTRATE,1,640
TAMSULOSIN HCL,1,640
GABAPENTIN,1,640
PREVALITE,1,640
VENTOLIN HFA,1,639
METOPROLOL TARTRATE,1,639
ESCITALOPRAM OXALATE,1,639
METOPROLOL TARTRATE,1,639
NITROGLYCERIN PATCH,1,639
TEMAZEPAM,1,639
TIMOLOL MALEATE,1,639
METFORMIN HCL,1,639
HALOPERIDOL,1,639
BENAZEPRIL HCL,1,639
METOPROLOL TARTRATE,1,638
DORZOLAMIDE HCL,1,638
AMIODARONE HCL,1,637
METOLAZONE,1,637
METRONIDAZOLE,1,637
DIGOX,1,637
DOXYCYCLINE MONOHYDRATE,1,636
DILT-XR,1,636
CLONIDINE HCL,1,636
LATANOPROST,1,636
DIVALPROEX SODIUM,1,636
OXCARBAZEPINE,1,636
KLOR-CON M20,2,636
SIMVASTATIN,1,635
FENOFIBRATE,1,635
MONTELUKAST SODIUM,1,634
OMEPRAZOLE,1,634
LISINOPRIL,1,634
AMITRIPTYLINE HCL,1,634
CIPROFLOXACIN HCL,1,634
BD ULTRA-FINE PEN NEEDLE,1,634
TRAMADOL HCL,1,634
INSULIN SYRINGE,2,634
BETAMETHASONE DIPROPIONATE,1,634
IBUPROFEN,1,633
AMLODIPINE BESYLATE,1,633
VALACYCLOVIR,1,633
LEVETIRACETAM,1,633
BD ULTRA-FINE PEN NEEDLE,1,633
OMEPRAZOLE,1,632
MEXILETINE HCL,1,631
PRAMIPEXOLE DIHYDROCHLORIDE,1,631
DICLOFENAC SODIUM,1,631
FLUOXETINE HCL,1,631
PROAIR HFA,1,631
HYOSCYAMINE SULFATE,1,631
FAMOTIDINE,1,631
QUINAPRIL HCL,1,631
BUPROPION HCL,1,630
LABETALOL HCL,1,630
LOSARTAN-HYDROCHLOROTHIAZIDE,1,630
FLUCONAZOLE,1,630
AMOXICILLIN-CLAVULANATE POTASS,1,630
BUSPIRONE HCL,1,629
VENLAFAXINE HCL ER,1,629
HYDROXYZINE HCL,1,629
POTASSIUM CHLORIDE,1,627
HYDROCHLOROTHIAZIDE,1,627
MECLIZINE HCL,1,627
ATORVASTATIN CALCIUM,1,627
GABAPENTIN,1,627
WARFARIN SODIUM,1,626
MOMETASONE FUROATE,1,626
LORAZEPAM,1,626
TRIAZOLAM,1,626
ATENOLOL,1,626
ALCOHOL PADS,1,626
BD ULTRA-FINE PEN NEEDLE,1,625
NAPROXEN,1,625
REPAGLINIDE,1,625
CARBIDOPA-LEVODOPA,1,625
CARTIA XT,1,625
TAMSULOSIN HCL,1,624
METOPROLOL SUCCINATE,1,624
DILTIAZEM ER,1,624
MEGESTROL ACETATE,1,624
TRAZODONE HCL,1,624
FUROSEMIDE,3,623
ALLOPURINOL,1,623
MONOJECT INSULIN SAFETY SYRNG,1,623
BD ULTRA-FINE PEN NEEDLE,1,623
LISINOPRIL,1,622
PROAIR HFA,1,622
GLIPIZIDE XL,1,622
PHENYTOIN SODIUM EXTENDED,1,621
BUPROPION HCL SR,1,621
LORAZEPAM,1,621
PROPRANOLOL HCL,1,620
GENERLAC,1,620
ENALAPRIL MALEATE,1,619
TIZANIDINE HCL,1,619
OLANZAPINE ODT,1,618
IBUPROFEN,1,618
DOXYCYCLINE HYCLATE,1,618
FLUOXETINE HCL,1,617
TRIAMCINOLONE ACETONIDE,1,617
ALENDRONATE SODIUM,1,617
CYCLOBENZAPRINE HCL,1,616
LORAZEPAM,1,616
AMLODIPINE BESYLATE,1,616
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,616
LISINOPRIL-HYDROCHLOROTHIAZIDE,2,616
ALLOPURINOL,1,615
FLUOXETINE HCL,1,615
PROAIR HFA,1,615
INSULIN SYRINGE,1,615
ATENOLOL,1,614
ZOLPIDEM TARTRATE ER,1,614
LISINOPRIL,1,614
AMITRIPTYLINE HCL,1,614
COUMADIN,1,613
LANSOPRAZOLE,1,613
ACYCLOVIR,1,613
PROAIR HFA,1,613
PROPRANOLOL HCL ER,1,613
NITROSTAT,1,613
DIGITEK,1,613
LOSARTAN POTASSIUM,1,613
DOXAZOSIN MESYLATE,1,613
CLOPIDOGREL,1,612
HYDROCHLOROTHIAZIDE,1,612
DIGOX,1,611
OLANZAPINE,1,611
NITROSTAT,1,611
OXYBUTYNIN CHLORIDE,1,610
ESTRADIOL,1,610
PREDNISONE,1,610
TRAMADOL HCL,1,610
ZIPRASIDONE HCL,1,609
NIFEDICAL XL,1,609
NEOMYCIN-POLYMYXIN-HYDROCORT,1,609
RISPERIDONE,1,609
HYDRALAZINE HCL,1,608
HYDROCORTISONE,1,608
POLYETHYLENE GLYCOL 3350,1,608
LOVASTATIN,1,608
BUPROPION XL,1,607
ONDANSETRON HCL,1,607
CEFDINIR,1,607
TESTOSTERONE CYPIONATE,1,607
GEMFIBROZIL,1,607
ALENDRONATE SODIUM,1,607
GABAPENTIN,1,606
LEVOFLOXACIN,1,606
NATEGLINIDE,1,606
ALENDRONATE SODIUM,1,606
NOVOFINE 32,1,606
IBUPROFEN,1,605
SIMVASTATIN,1,605
CEFDINIR,1,605
LANSOPRAZOLE,1,605
MIRTAZAPINE,1,605
TIZANIDINE HCL,1,604
IBUPROFEN,1,604
ESTRADIOL,1,604
ISOSORBIDE MONONITRATE ER,1,604
PANTOPRAZOLE SODIUM,1,604
METFORMIN HCL,1,603
NITROFURANTOIN,1,602
OXYCODONE-ACETAMINOPHEN,1,602
TAMSULOSIN HCL,1,602
VANCOMYCIN HCL,1,602
ROPINIROLE HCL,1,602
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,601
OMEPRAZOLE,1,601
DICLOFENAC SODIUM,1,601
OXYBUTYNIN CHLORIDE,1,601
LOVASTATIN,1,601
DILTIAZEM ER,1,600
BD ULTRA-FINE PEN NEEDLE,1,600
MEGESTROL ACETATE,1,600
CARTIA XT,1,600
PRAMIPEXOLE DIHYDROCHLORIDE,1,600
SPS,1,600
BUPROPION XL,1,600
HYDROCODONE-ACETAMINOPHEN,1,600
OLANZAPINE,1,599
DOXEPIN HCL,1,599
DIGITEK,1,599
ATENOLOL,1,599
FENOFIBRATE,2,599
LOVASTATIN,1,599
FLUOXETINE HCL,1,598
WARFARIN SODIUM,1,598
CLOPIDOGREL,1,598
TRIAMCINOLONE ACETONIDE,1,598
VENLAFAXINE HCL ER,1,598
GLIPIZIDE ER,1,597
GLIMEPIRIDE,1,597
PROMETHAZINE HCL,1,597
NAPROXEN,1,597
METFORMIN HCL ER,1,597
CITALOPRAM HBR,1,597
AMITRIPTYLINE HCL,1,597
CEPHALEXIN,1,597
RANITIDINE HCL,1,597
LISINOPRIL,1,596
VERAPAMIL ER,1,596
IBUPROFEN,1,596
TIZANIDINE HCL,1,596
LISINOPRIL,1,596
TIZANIDINE HCL,1,595
TRAMADOL HCL,1,595
ENALAPRIL MALEATE,1,595
CLOTRIMAZOLE-BETAMETHASONE,1,595
CYCLOBENZAPRINE HCL,1,595
LOVASTATIN,1,594
PHENYTOIN SODIUM EXTENDED,1,594
MECLIZINE HCL,1,594
PROPRANOLOL HCL,1,594
GLIPIZIDE XL,1,594
ALLOPURINOL,1,593
OXYBUTYNIN CHLORIDE,1,593
LACTULOSE,1,593
NOVOFINE AUTOCOVER,1,592
HYDRALAZINE HCL,1,592
LOSARTAN POTASSIUM,1,592
ALLOPURINOL,1,592
CEPHALEXIN,1,591
SOTALOL,1,591
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,591
TRIAMTERENE-HYDROCHLOROTHIAZID,1,591
AMPICILLIN-SULBACTAM,1,591
ENALAPRIL MALEATE,1,591
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,590
SUMATRIPTAN SUCCINATE,1,590
OXCARBAZEPINE,1,590
QUINAPRIL-HYDROCHLOROTHIAZIDE,1,590
GLYBURIDE,1,590
OXYBUTYNIN CHLORIDE,1,589
METFORMIN HCL,1,589
NOVOFINE 32,1,589
AMOXICILLIN-CLAVULANATE POTASS,1,589
TEMAZEPAM,1,589
DOXYCYCLINE HYCLATE,1,589
NITROSTAT,1,588
FAMOTIDINE,1,588
PANTOPRAZOLE SODIUM,1,588
PREDNISONE,1,588
DORZOLAMIDE-TIMOLOL,1,588
OXYBUTYNIN CHLORIDE,1,587
SUMATRIPTAN SUCCINATE,1,587
CYPROHEPTADINE HCL,1,587
NIFEDICAL XL,1,587
DONEPEZIL HCL,1,587
BENAZEPRIL HCL,1,587
TRIAMCINOLONE ACETONIDE,1,586
GLYBURIDE-METFORMIN HCL,1,586
CLOPIDOGREL,1,586
TRIAMTERENE-HYDROCHLOROTHIAZID,1,586
LISINOPRIL,1,586
VALACYCLOVIR,1,585
ISOSORBIDE MONONITRATE ER,1,585
GLIPIZIDE XL,1,584
FENOFIBRATE,1,584
AMLODIPINE BESYLATE-BENAZEPRIL,1,584
CIPROFLOXACIN HCL,1,584
DEXTROAMPHETAMINE-AMPHETAMINE,1,584
NADOLOL,1,584
HYDROCODONE-ACETAMINOPHEN,1,583
CLICKFINE,1,583
ESZOPICLONE,1,583
AMOXICILLIN-CLAVULANATE POTASS,1,583
PREDNISONE,1,582
GLIMEPIRIDE,1,582
TRIAMCINOLONE ACETONIDE,1,582
PANTOPRAZOLE SODIUM,1,582
METOPROLOL SUCCINATE,1,582
HYDROMORPHONE HCL,1,581
LEVOTHYROXINE SODIUM,1,581
FLUTICASONE PROPIONATE,1,581
NEOMYCIN-POLYMYXIN-HYDROCORT,1,581
CARVEDILOL,1,581
NITROSTAT,1,580
LISINOPRIL,1,580
PROPRANOLOL HCL,2,580
FLUOCINONIDE,1,580
TRAMADOL HCL,1,580
VERAPAMIL ER,2,580
CYCLOSPORINE MODIFIED,1,579
TEMAZEPAM,1,579
SUMATRIPTAN SUCCINATE,1,579
LOVASTATIN,1,578
TAMOXIFEN CITRATE,1,578
OXYCODONE HCL,1,578
FENOFIBRATE,2,578
DIVALPROEX SODIUM,1,578
GABAPENTIN,1,578
LOVASTATIN,1,576
BD ULTRA-FINE PEN NEEDLE,1,576
DOXAZOSIN MESYLATE,1,576
OXYBUTYNIN CHLORIDE ER,1,576
AMLODIPINE BESYLATE,1,576
ACETAMINOPHEN-CODEINE,1,576
BUSPIRONE HCL,1,575
SUMATRIPTAN SUCCINATE,1,575
AMLODIPINE BESYLATE-BENAZEPRIL,1,575
HYDROCODONE-ACETAMINOPHEN,1,575
SPIRONOLACTONE,1,574
NITROGLYCERIN PATCH,1,574
FLUDROCORTISONE ACETATE,1,573
GENTAMICIN SULFATE,1,573
SUCRALFATE,1,573
LEVOFLOXACIN,1,573
AMLODIPINE BESYLATE-BENAZEPRIL,2,573
METFORMIN HCL,1,573
BUMETANIDE,1,573
VENLAFAXINE HCL,1,573
AMITRIPTYLINE HCL,1,572
KLOR-CON M20,1,572
FENOFIBRATE,2,572
MELOXICAM,1,572
LATANOPROST,1,572
LOSARTAN POTASSIUM,1,571
DILTIAZEM ER,1,571
DANAZOL,1,571
ACETAMINOPHEN-CODEINE,1,571
FLUNISOLIDE,1,571
PIOGLITAZONE HCL,1,570
MONTELUKAST SODIUM,1,570
CLONAZEPAM,1,570
HYDRALAZINE HCL,1,570
AMLODIPINE BESYLATE,1,570
ALENDRONATE SODIUM,1,569
OXYCODONE HCL,1,569
TERAZOSIN HCL,2,569
TEMAZEPAM,1,568
HYDROCODONE-IBUPROFEN,1,568
AMLODIPINE BESYLATE,1,568
HYDROCODONE-ACETAMINOPHEN,1,567
TAMSULOSIN HCL,1,567
RAMIPRIL,1,567
CEPHALEXIN,1,567
CIPROFLOXACIN HCL,1,567
DIVALPROEX SODIUM,1,567
ATENOLOL,1,567
BACLOFEN,1,566
MORPHINE SULFATE,1,566
METHOTREXATE,1,566
PROAIR HFA,1,566
METRONIDAZOLE,1,566
LORAZEPAM,1,566
SPS,1,566
HYDROCHLOROTHIAZIDE,1,566
METHOTREXATE,1,566
AMITRIPTYLINE HCL,1,565
BD ULTRA-FINE PEN NEEDLE,1,565
PROAIR HFA,1,565
PRAVASTATIN SODIUM,1,565
ATENOLOL,3,565
IRBESARTAN,1,564
CARVEDILOL,1,564
ONDANSETRON ODT,1,563
LOSARTAN-HYDROCHLOROTHIAZIDE,1,563
NORTRIPTYLINE HCL,1,562
IPRATROPIUM-ALBUTEROL,1,562
VALSARTAN,1,562
AMLODIPINE BESYLATE,1,562
ESCITALOPRAM OXALATE,1,561
DIGOX,1,561
NEOMYCIN-POLYMYXIN-DEXAMETH,1,561
SYNTHROID,1,561
SULFASALAZINE,1,561
BUPROPION HCL SR,1,561
METOPROLOL TARTRATE,1,560
LEVETIRACETAM,1,560
FLUOXETINE HCL,1,560
CLONIDINE HCL,1,560
AMIODARONE HCL,1,560
CEFDINIR,1,560
RANITIDINE HCL,1,560
LACTULOSE,1,559
CYCLOBENZAPRINE HCL,1,559
LISINOPRIL,1,559
SOTALOL,1,559
ENALAPRIL MALEATE,1,559
PIOGLITAZONE HCL,1,558
SPIRONOLACTONE,1,558
ALLOPURINOL,1,558
METOPROLOL TARTRATE,1,558
PROAIR HFA,1,558
DILTIAZEM HCL,1,558
CEFUROXIME,1,557
LOSARTAN-HYDROCHLOROTHIAZIDE,1,557
MIDODRINE HCL,1,557
FUROSEMIDE,1,557
SERTRALINE HCL,1,557
METHADONE HCL,1,557
PANTOPRAZOLE SODIUM,1,557
ROPINIROLE HCL,1,556
NITROFURANTOIN MONO-MACRO,1,556
INSULIN SYRINGE,2,555
CLONIDINE HCL,1,555
ZALEPLON,1,555
CLONAZEPAM,1,554
DIVALPROEX SODIUM,1,554
KETOROLAC TROMETHAMINE,1,554
PROAIR HFA,1,554
SPIRONOLACTONE-HCTZ,1,553
RANITIDINE HCL,1,553
TRAMADOL HCL,1,553
PANTOPRAZOLE SODIUM,1,553
FLUTICASONE PROPIONATE,1,552
POTASSIUM CHLORIDE,1,551
ALLOPURINOL,1,551
METOPROLOL SUCCINATE,1,551
VALACYCLOVIR,1,550
MIRTAZAPINE,1,550
BACLOFEN,1,550
LANSOPRAZOLE,1,550
ISOSORBIDE DINITRATE,1,549
LOVASTATIN,1,549
FLUOXETINE HCL,1,549
VALSARTAN,1,549
POTASSIUM CITRATE ER,1,549
TRIAMCINOLONE ACETONIDE,1,548
CEFPROZIL,1,548
MEGESTROL ACETATE,1,548
BD ULTRA-FINE PEN NEEDLE,1,548
CITALOPRAM HBR,1,547
HYDROCHLOROTHIAZIDE,1,547
HYDROCHLOROTHIAZIDE,1,547
DOXEPIN HCL,1,547
RANITIDINE HCL,1,547
UNIFINE PENTIPS,1,546
BUSPIRONE HCL,1,546
TRAZODONE HCL,1,546
TRIAMTERENE-HYDROCHLOROTHIAZID,1,546
PENTOXIFYLLINE,1,545
ROPINIROLE HCL,1,545
SERTRALINE HCL,1,545
METFORMIN HCL ER,1,545
TRAMADOL HCL,1,545
QUETIAPINE FUMARATE,1,545
DILTIAZEM 24HR CD,1,545
PIOGLITAZONE HCL,1,544
PREDNISONE,1,544
AMILORIDE-HYDROCHLOROTHIAZIDE,1,544
TRAMADOL HCL-ACETAMINOPHEN,1,543
RISPERIDONE,1,543
TEGRETOL XR,1,543
ALCOHOL PREP PADS,1,542
MIRTAZAPINE,1,542
OXYBUTYNIN CHLORIDE ER,1,541
FELODIPINE ER,1,541
METFORMIN HCL,1,541
CYPROHEPTADINE HCL,1,541
PREDNISONE,1,541
AMLODIPINE BESYLATE,1,541
